transaction_ref,customer_ref,customer_name,customer_success_rate,amount,payment_method,failure_code,retry_count,predicted_recovery_probability,recommended_action,actual_outcome,amount_recovered,timestamp
SIM-TXN-03494,CUST-0442,Priya Patil,96.95,1590.41,UPI,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,1590.41,2026-08-18 22:43:33.043570
SIM-TXN-03495,CUST-0389,Kunal Patil,76.26,3674.6,CARD,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,SUCCESS,3674.6,2026-08-11 17:02:33.043570
SIM-TXN-03496,CUST-0083,Amit Joshi,91.24,11477.26,UPI,AUTH_FAILED,0,52.0,NOTIFY,FAILED,0.0,2026-08-19 01:27:33.043570
SIM-TXN-03497,CUST-0161,Rahul Sharma,90.2,4686.31,WALLET,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,4686.31,2026-08-22 16:43:33.043570
SIM-TXN-03498,CUST-0276,Neha Shah,73.31,2348.49,UPI,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-10 06:58:33.043570
SIM-TXN-03499,CUST-0339,Kunal Patil,61.23,2107.97,CARD,UNKNOWN,0,35.0,ESCALATE,FAILED,0.0,2026-08-15 19:04:33.043570
SIM-TXN-03500,CUST-0170,Ananya Kulkarni,48.99,1834.75,UPI,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,FAILED,0.0,2026-08-03 05:51:33.043570
SIM-TXN-03501,CUST-0293,Amit Joshi,51.69,6276.15,WALLET,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-03 21:38:33.043570
SIM-TXN-03502,CUST-0183,Amit Joshi,54.51,1477.56,WALLET,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-13 07:36:33.043570
SIM-TXN-03503,CUST-0125,Rohan Deshmukh,56.54,2530.52,UPI,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,2530.52,2026-08-22 00:00:33.043570
SIM-TXN-03504,CUST-0113,Amit Joshi,68.49,2542.64,UPI,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,FAILED,0.0,2026-08-17 00:20:33.043570
SIM-TXN-03505,CUST-0491,Rahul Sharma,77.84,1633.65,WALLET,UNKNOWN,1,30.0,ESCALATE,FAILED,0.0,2026-08-27 09:26:33.043570
SIM-TXN-03506,CUST-0285,Rohan Deshmukh,58.37,814.05,WALLET,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,FAILED,0.0,2026-08-10 06:12:33.043570
SIM-TXN-03507,CUST-0045,Rohan Deshmukh,52.57,3160.17,WALLET,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,3160.17,2026-08-03 21:40:33.043570
SIM-TXN-03508,CUST-0119,Kunal Patil,92.83,2324.35,CARD,UNKNOWN,1,35.0,ESCALATE,FAILED,0.0,2026-08-09 22:40:33.043570
SIM-TXN-03509,CUST-0409,Kunal Patil,93.55,3641.65,CARD,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,3641.65,2026-08-25 11:40:33.043570
SIM-TXN-03510,CUST-0096,Neha Shah,48.76,1592.59,WALLET,BANK_TIMEOUT,1,73.0,RETRY,FAILED,0.0,2026-08-28 21:46:33.043570
SIM-TXN-03511,CUST-0065,Rohan Deshmukh,96.51,6481.17,WALLET,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,6481.17,2026-08-17 10:58:33.043570
SIM-TXN-03512,CUST-0432,Priya Patil,77.27,1210.25,UPI,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,1210.25,2026-08-09 10:44:33.043570
SIM-TXN-03513,CUST-0051,Rahul Sharma,72.0,9601.09,CARD,AUTH_FAILED,0,47.0,ESCALATE,SUCCESS,9601.09,2026-08-25 15:47:33.043570
SIM-TXN-03514,CUST-0403,Amit Joshi,58.27,602.98,WALLET,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-01 23:38:33.043570
SIM-TXN-03515,CUST-0352,Priya Patil,89.13,3455.82,UPI,BANK_ERROR,1,70.0,RETRY,SUCCESS,3455.82,2026-08-06 21:22:33.043570
SIM-TXN-03516,CUST-0258,Pooja Jadhav,65.3,3570.08,NETBANKING,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,3570.08,2026-08-05 12:02:33.043570
SIM-TXN-03517,CUST-0374,Sneha Kulkarni,60.76,1291.49,NETBANKING,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-22 21:30:33.043570
SIM-TXN-03518,CUST-0354,Sneha Kulkarni,61.02,3427.26,CARD,UNKNOWN,2,10.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 01:51:33.043570
SIM-TXN-03519,CUST-0196,Neha Shah,62.55,6792.78,UPI,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-04 01:57:33.043570
SIM-TXN-03520,CUST-0385,Rohan Deshmukh,57.27,414.28,NETBANKING,UNKNOWN,0,30.0,ESCALATE,FAILED,0.0,2026-08-29 06:33:33.043570
SIM-TXN-03521,CUST-0440,Ananya Kulkarni,71.97,3648.95,WALLET,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-08 19:48:33.043570
SIM-TXN-03522,CUST-0261,Rahul Sharma,73.76,332.08,WALLET,UNKNOWN,0,35.0,ESCALATE,FAILED,0.0,2026-08-14 08:33:33.043570
SIM-TXN-03523,CUST-0170,Ananya Kulkarni,48.99,1127.17,NETBANKING,UNKNOWN,0,30.0,ESCALATE,FAILED,0.0,2026-08-25 04:17:33.043570
SIM-TXN-03524,CUST-0071,Rahul Sharma,73.59,8985.19,WALLET,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,8985.19,2026-08-09 20:59:33.043570
SIM-TXN-03525,CUST-0283,Amit Joshi,85.35,1532.38,NETBANKING,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-07 14:11:33.043570
SIM-TXN-03526,CUST-0321,Rahul Sharma,89.03,954.22,CARD,UNKNOWN,0,40.0,ESCALATE,FAILED,0.0,2026-08-08 20:48:33.043570
SIM-TXN-03527,CUST-0031,Rahul Sharma,82.2,2083.18,NETBANKING,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,2083.18,2026-08-14 11:26:33.043570
SIM-TXN-03528,CUST-0336,Neha Shah,68.75,12763.25,CARD,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-25 16:17:33.043570
SIM-TXN-03529,CUST-0383,Amit Joshi,66.65,563.77,WALLET,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,563.77,2026-08-10 17:21:33.043570
SIM-TXN-03530,CUST-0359,Kunal Patil,50.44,1052.53,CARD,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 08:08:33.043570
SIM-TXN-03531,CUST-0377,Aditya More,77.31,8086.45,UPI,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-11 06:00:33.043570
SIM-TXN-03532,CUST-0026,Neha Shah,90.33,10787.7,CARD,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,10787.7,2026-08-07 17:35:33.043570
SIM-TXN-03533,CUST-0368,Pooja Jadhav,95.3,2246.78,NETBANKING,BANK_ERROR,0,75.0,RETRY,SUCCESS,2246.78,2026-08-06 11:43:33.043570
SIM-TXN-03534,CUST-0125,Rohan Deshmukh,56.54,905.75,CARD,BANK_ERROR,0,65.0,NOTIFY,FAILED,0.0,2026-08-07 17:39:33.043570
SIM-TXN-03535,CUST-0258,Pooja Jadhav,65.3,13051.71,NETBANKING,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,13051.71,2026-08-19 19:21:33.043570
SIM-TXN-03536,CUST-0101,Rahul Sharma,86.58,8739.03,UPI,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,8739.03,2026-08-28 20:43:33.043570
SIM-TXN-03537,CUST-0119,Kunal Patil,92.83,4201.33,WALLET,UNKNOWN,1,35.0,ESCALATE,FAILED,0.0,2026-08-19 21:33:33.043570
SIM-TXN-03538,CUST-0463,Amit Joshi,71.25,1274.21,CARD,AUTH_FAILED,0,47.0,ESCALATE,FAILED,0.0,2026-08-02 19:59:33.043570
SIM-TXN-03539,CUST-0334,Sneha Kulkarni,70.89,2346.73,UPI,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,2346.73,2026-08-05 03:49:33.043570
SIM-TXN-03540,CUST-0241,Rahul Sharma,58.21,2146.75,UPI,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,2146.75,2026-08-25 22:50:33.043570
SIM-TXN-03541,CUST-0112,Priya Patil,69.52,3180.14,UPI,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,3180.14,2026-08-26 10:06:33.043570
SIM-TXN-03542,CUST-0421,Rahul Sharma,51.14,7791.6,WALLET,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,7791.6,2026-08-27 14:48:33.043570
SIM-TXN-03543,CUST-0042,Priya Patil,91.45,4932.17,CARD,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,FAILED,0.0,2026-08-02 10:14:33.043570
SIM-TXN-03544,CUST-0257,Aditya More,52.33,1030.81,WALLET,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-18 13:32:33.043570
SIM-TXN-03545,CUST-0497,Aditya More,92.76,7340.76,WALLET,INSUFFICIENT_FUNDS,1,43.0,ESCALATE,FAILED,0.0,2026-08-03 15:17:33.043570
SIM-TXN-03546,CUST-0197,Aditya More,51.11,3135.38,WALLET,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,3135.38,2026-08-25 02:21:33.043570
SIM-TXN-03547,CUST-0412,Priya Patil,96.36,4228.71,NETBANKING,BANK_ERROR,0,75.0,RETRY,SUCCESS,4228.71,2026-08-14 20:22:33.043570
SIM-TXN-03548,CUST-0399,Kunal Patil,71.53,7889.06,NETBANKING,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,FAILED,0.0,2026-08-21 20:37:33.043570
SIM-TXN-03549,CUST-0495,Rohan Deshmukh,58.53,1002.98,CARD,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-15 17:23:33.043570
SIM-TXN-03550,CUST-0310,Ananya Kulkarni,45.67,2371.65,CARD,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-20 18:15:33.043570
SIM-TXN-03551,CUST-0177,Aditya More,63.74,1595.33,WALLET,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,1595.33,2026-08-07 16:23:33.043570
SIM-TXN-03552,CUST-0434,Sneha Kulkarni,74.19,696.25,CARD,BANK_TIMEOUT,1,78.0,RETRY,FAILED,0.0,2026-08-07 03:16:33.043570
SIM-TXN-03553,CUST-0046,Neha Shah,58.07,3220.75,CARD,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,3220.75,2026-08-20 11:49:33.043570
SIM-TXN-03554,CUST-0341,Rahul Sharma,73.14,18201.24,NETBANKING,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-27 00:57:33.043570
SIM-TXN-03555,CUST-0357,Aditya More,60.48,560.0,CARD,BANK_ERROR,0,70.0,RETRY,SUCCESS,560.0,2026-08-25 03:33:33.043570
SIM-TXN-03556,CUST-0326,Neha Shah,90.1,2378.38,UPI,UNKNOWN,2,15.0,STOP,NOT_ATTEMPTED,0.0,2026-08-24 05:26:33.043570
SIM-TXN-03557,CUST-0486,Neha Shah,67.83,4074.22,UPI,UNKNOWN,2,10.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 03:12:33.043570
SIM-TXN-03558,CUST-0477,Aditya More,77.73,2693.14,CARD,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-15 22:48:33.043570
SIM-TXN-03559,CUST-0465,Rohan Deshmukh,62.6,2229.42,UPI,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-29 03:11:33.043570
SIM-TXN-03560,CUST-0293,Amit Joshi,51.69,863.18,NETBANKING,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,SUCCESS,863.18,2026-08-17 05:03:33.043570
SIM-TXN-03561,CUST-0413,Amit Joshi,63.44,2940.19,CARD,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-14 14:41:33.043570
SIM-TXN-03562,CUST-0485,Rohan Deshmukh,60.55,1332.2,CARD,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,1332.2,2026-08-18 09:17:33.043570
SIM-TXN-03563,CUST-0273,Amit Joshi,65.61,423.29,CARD,BANK_TIMEOUT,1,78.0,RETRY,FAILED,0.0,2026-08-03 08:54:33.043570
SIM-TXN-03564,CUST-0415,Rohan Deshmukh,90.46,6346.6,UPI,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,FAILED,0.0,2026-08-18 10:33:33.043570
SIM-TXN-03565,CUST-0435,Rohan Deshmukh,66.62,5253.81,WALLET,AUTH_FAILED,1,42.0,ESCALATE,SUCCESS,5253.81,2026-08-13 22:41:33.043570
SIM-TXN-03566,CUST-0190,Ananya Kulkarni,63.53,2543.58,WALLET,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-27 10:41:33.043570
SIM-TXN-03567,CUST-0346,Neha Shah,61.72,2931.47,NETBANKING,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,2931.47,2026-08-13 23:58:33.043570
SIM-TXN-03568,CUST-0370,Ananya Kulkarni,74.58,5764.39,NETBANKING,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,SUCCESS,5764.39,2026-08-12 17:01:33.043570
SIM-TXN-03569,CUST-0224,Sneha Kulkarni,79.92,2920.39,WALLET,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,2920.39,2026-08-28 20:28:33.043570
SIM-TXN-03570,CUST-0398,Pooja Jadhav,82.09,5030.2,UPI,AUTH_FAILED,1,47.0,ESCALATE,SUCCESS,5030.2,2026-08-14 13:11:33.043570
SIM-TXN-03571,CUST-0065,Rohan Deshmukh,96.51,1923.72,NETBANKING,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,1923.72,2026-08-26 03:51:33.043570
SIM-TXN-03572,CUST-0358,Pooja Jadhav,78.81,6971.51,NETBANKING,UNKNOWN,2,10.0,STOP,NOT_ATTEMPTED,0.0,2026-08-15 17:34:33.043570
SIM-TXN-03573,CUST-0261,Rahul Sharma,73.76,3154.64,NETBANKING,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,3154.64,2026-08-28 21:53:33.043570
SIM-TXN-03574,CUST-0074,Sneha Kulkarni,50.93,2850.48,NETBANKING,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 03:26:33.043570
SIM-TXN-03575,CUST-0204,Sneha Kulkarni,82.57,883.55,WALLET,BANK_ERROR,0,75.0,RETRY,SUCCESS,883.55,2026-08-12 16:35:33.043570
SIM-TXN-03576,CUST-0007,Aditya More,76.91,3070.4,NETBANKING,BANK_ERROR,0,70.0,RETRY,SUCCESS,3070.4,2026-08-28 13:46:33.043570
SIM-TXN-03577,CUST-0061,Rahul Sharma,84.8,1254.43,WALLET,BANK_TIMEOUT,0,88.0,RETRY,FAILED,0.0,2026-08-14 19:15:33.043570
SIM-TXN-03578,CUST-0027,Aditya More,65.15,1464.65,NETBANKING,UNKNOWN,2,10.0,STOP,NOT_ATTEMPTED,0.0,2026-08-26 13:39:33.043570
SIM-TXN-03579,CUST-0299,Kunal Patil,96.13,1271.18,CARD,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,1271.18,2026-08-15 11:44:33.043570
SIM-TXN-03580,CUST-0398,Pooja Jadhav,82.09,1040.04,NETBANKING,BANK_ERROR,0,75.0,RETRY,SUCCESS,1040.04,2026-08-04 07:57:33.043570
SIM-TXN-03581,CUST-0232,Priya Patil,90.04,13357.28,CARD,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-22 15:06:33.043570
SIM-TXN-03582,CUST-0116,Neha Shah,94.1,7080.3,UPI,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,7080.3,2026-08-07 08:12:33.043570
SIM-TXN-03583,CUST-0254,Sneha Kulkarni,82.82,11342.3,NETBANKING,UNKNOWN,0,40.0,ESCALATE,SUCCESS,11342.3,2026-08-07 06:18:33.043570
SIM-TXN-03584,CUST-0041,Rahul Sharma,93.4,917.53,WALLET,BANK_ERROR,0,75.0,RETRY,FAILED,0.0,2026-08-27 03:20:33.043570
SIM-TXN-03585,CUST-0144,Sneha Kulkarni,45.49,2583.77,CARD,BANK_ERROR,1,60.0,NOTIFY,FAILED,0.0,2026-08-31 17:36:33.043570
SIM-TXN-03586,CUST-0144,Sneha Kulkarni,45.49,867.13,CARD,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,FAILED,0.0,2026-08-24 19:05:33.043570
SIM-TXN-03587,CUST-0409,Kunal Patil,93.55,1398.9,NETBANKING,BANK_ERROR,2,50.0,STOP,NOT_ATTEMPTED,0.0,2026-08-31 09:28:33.043570
SIM-TXN-03588,CUST-0456,Neha Shah,64.99,1170.87,UPI,AUTH_FAILED,0,47.0,ESCALATE,FAILED,0.0,2026-08-31 01:05:33.043570
SIM-TXN-03589,CUST-0495,Rohan Deshmukh,58.53,6579.19,UPI,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-25 20:48:33.043570
SIM-TXN-03590,CUST-0211,Rahul Sharma,71.88,1777.59,CARD,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,FAILED,0.0,2026-08-22 20:28:33.043570
SIM-TXN-03591,CUST-0232,Priya Patil,90.04,5737.07,WALLET,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,5737.07,2026-08-20 07:13:33.043570
SIM-TXN-03592,CUST-0097,Aditya More,59.76,3957.22,UPI,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,3957.22,2026-08-04 14:37:33.043570
SIM-TXN-03593,CUST-0331,Rahul Sharma,74.46,15412.14,NETBANKING,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,FAILED,0.0,2026-08-26 05:31:33.043570
SIM-TXN-03594,CUST-0033,Amit Joshi,73.31,747.28,NETBANKING,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,747.28,2026-08-31 17:59:33.043570
SIM-TXN-03595,CUST-0024,Sneha Kulkarni,47.43,6683.43,CARD,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,6683.43,2026-08-09 21:35:33.043570
SIM-TXN-03596,CUST-0374,Sneha Kulkarni,60.76,6106.77,NETBANKING,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,6106.77,2026-08-10 15:48:33.043570
SIM-TXN-03597,CUST-0062,Priya Patil,50.91,1120.24,NETBANKING,BANK_ERROR,0,65.0,NOTIFY,FAILED,0.0,2026-08-07 09:46:33.043570
SIM-TXN-03598,CUST-0394,Sneha Kulkarni,87.01,5462.74,WALLET,UNKNOWN,2,15.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 08:24:33.043570
SIM-TXN-03599,CUST-0356,Neha Shah,96.64,3193.64,CARD,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,3193.64,2026-08-10 19:21:33.043570
SIM-TXN-03600,CUST-0194,Sneha Kulkarni,63.61,2034.53,NETBANKING,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-08 19:21:33.043570
SIM-TXN-03601,CUST-0266,Neha Shah,65.16,1262.5,CARD,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-03 00:13:33.043570
SIM-TXN-03602,CUST-0308,Pooja Jadhav,73.24,1372.94,WALLET,AUTH_FAILED,0,47.0,ESCALATE,SUCCESS,1372.94,2026-08-18 18:57:33.043570
SIM-TXN-03603,CUST-0495,Rohan Deshmukh,58.53,12579.83,CARD,AUTH_FAILED,0,42.0,ESCALATE,SUCCESS,12579.83,2026-08-08 15:39:33.043570
SIM-TXN-03604,CUST-0328,Pooja Jadhav,87.29,2441.94,WALLET,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,FAILED,0.0,2026-08-10 10:36:33.043570
SIM-TXN-03605,CUST-0458,Pooja Jadhav,75.31,4562.86,CARD,AUTH_FAILED,0,47.0,ESCALATE,SUCCESS,4562.86,2026-08-23 08:21:33.043570
SIM-TXN-03606,CUST-0354,Sneha Kulkarni,61.02,1296.31,CARD,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,SUCCESS,1296.31,2026-08-12 02:30:33.043570
SIM-TXN-03607,CUST-0217,Aditya More,66.52,1307.82,NETBANKING,BANK_ERROR,0,70.0,RETRY,SUCCESS,1307.82,2026-08-05 23:03:33.043570
SIM-TXN-03608,CUST-0465,Rohan Deshmukh,62.6,5799.85,WALLET,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,5799.85,2026-08-19 11:57:33.043570
SIM-TXN-03609,CUST-0311,Rahul Sharma,88.58,829.1,UPI,BANK_ERROR,2,50.0,STOP,NOT_ATTEMPTED,0.0,2026-08-08 23:58:33.043570
SIM-TXN-03610,CUST-0425,Rohan Deshmukh,54.94,1750.8,WALLET,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,SUCCESS,1750.8,2026-08-24 03:41:33.043570
SIM-TXN-03611,CUST-0064,Sneha Kulkarni,95.55,2507.95,UPI,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,2507.95,2026-08-26 23:40:33.043570
SIM-TXN-03612,CUST-0114,Sneha Kulkarni,50.19,2668.04,CARD,UNKNOWN,2,5.0,STOP,NOT_ATTEMPTED,0.0,2026-08-05 20:52:33.043570
SIM-TXN-03613,CUST-0494,Sneha Kulkarni,78.81,2114.82,WALLET,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-13 17:17:33.043570
SIM-TXN-03614,CUST-0274,Sneha Kulkarni,83.38,3349.8,WALLET,INSUFFICIENT_FUNDS,1,43.0,ESCALATE,SUCCESS,3349.8,2026-08-21 22:25:33.043570
SIM-TXN-03615,CUST-0386,Neha Shah,82.26,4248.34,CARD,BANK_TIMEOUT,0,88.0,RETRY,FAILED,0.0,2026-08-11 15:39:33.043570
SIM-TXN-03616,CUST-0354,Sneha Kulkarni,61.02,4392.75,CARD,UNKNOWN,0,35.0,ESCALATE,FAILED,0.0,2026-08-24 22:13:33.043570
SIM-TXN-03617,CUST-0009,Kunal Patil,67.23,1109.16,NETBANKING,AUTH_FAILED,1,42.0,ESCALATE,FAILED,0.0,2026-08-17 13:00:33.043570
SIM-TXN-03618,CUST-0287,Aditya More,47.76,1944.34,CARD,UNKNOWN,2,5.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 12:33:33.043570
SIM-TXN-03619,CUST-0441,Rahul Sharma,67.02,6347.46,NETBANKING,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,6347.46,2026-08-10 02:53:33.043570
SIM-TXN-03620,CUST-0421,Rahul Sharma,51.14,4992.63,NETBANKING,UNKNOWN,0,30.0,ESCALATE,FAILED,0.0,2026-08-04 00:49:33.043570
SIM-TXN-03621,CUST-0461,Rahul Sharma,82.38,813.8,WALLET,BANK_ERROR,0,75.0,RETRY,SUCCESS,813.8,2026-08-31 06:29:33.043570
SIM-TXN-03622,CUST-0059,Kunal Patil,81.06,3233.06,NETBANKING,AUTH_FAILED,1,47.0,ESCALATE,FAILED,0.0,2026-08-24 04:07:33.043570
SIM-TXN-03623,CUST-0142,Priya Patil,51.94,501.41,CARD,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,501.41,2026-08-16 03:18:33.043570
SIM-TXN-03624,CUST-0118,Pooja Jadhav,70.51,2533.98,NETBANKING,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,FAILED,0.0,2026-08-16 12:48:33.043570
SIM-TXN-03625,CUST-0077,Aditya More,91.53,11139.07,UPI,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,11139.07,2026-08-09 17:35:33.043570
SIM-TXN-03626,CUST-0206,Neha Shah,81.4,1143.31,NETBANKING,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-19 23:06:33.043570
SIM-TXN-03627,CUST-0118,Pooja Jadhav,70.51,1252.06,WALLET,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-18 10:03:33.043570
SIM-TXN-03628,CUST-0198,Pooja Jadhav,54.46,4497.26,NETBANKING,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,4497.26,2026-08-16 06:46:33.043570
SIM-TXN-03629,CUST-0129,Kunal Patil,70.27,710.35,CARD,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-04 20:28:33.043570
SIM-TXN-03630,CUST-0189,Kunal Patil,55.58,1471.14,NETBANKING,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,1471.14,2026-08-17 08:45:33.043570
SIM-TXN-03631,CUST-0169,Kunal Patil,74.73,3932.98,UPI,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-05 22:43:33.043570
SIM-TXN-03632,CUST-0296,Neha Shah,85.65,1469.34,CARD,INSUFFICIENT_FUNDS,2,23.0,STOP,NOT_ATTEMPTED,0.0,2026-08-16 09:37:33.043570
SIM-TXN-03633,CUST-0231,Rahul Sharma,97.15,2020.75,NETBANKING,AUTH_FAILED,0,52.0,NOTIFY,SUCCESS,2020.75,2026-08-01 19:32:33.043570
SIM-TXN-03634,CUST-0416,Neha Shah,66.82,4426.43,NETBANKING,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,4426.43,2026-08-08 23:52:33.043570
SIM-TXN-03635,CUST-0342,Priya Patil,97.82,3419.46,WALLET,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,3419.46,2026-08-05 21:03:33.043570
SIM-TXN-03636,CUST-0077,Aditya More,91.53,3021.34,CARD,BANK_ERROR,2,50.0,STOP,NOT_ATTEMPTED,0.0,2026-08-12 21:05:33.043570
SIM-TXN-03637,CUST-0385,Rohan Deshmukh,57.27,1860.69,WALLET,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,FAILED,0.0,2026-08-31 05:57:33.043570
SIM-TXN-03638,CUST-0233,Amit Joshi,69.14,3281.48,WALLET,BANK_ERROR,0,70.0,RETRY,SUCCESS,3281.48,2026-08-21 04:40:33.043570
SIM-TXN-03639,CUST-0252,Priya Patil,70.68,2210.59,CARD,UNKNOWN,0,35.0,ESCALATE,FAILED,0.0,2026-08-10 05:26:33.043570
SIM-TXN-03640,CUST-0068,Pooja Jadhav,89.61,3520.1,WALLET,BANK_ERROR,2,50.0,STOP,NOT_ATTEMPTED,0.0,2026-08-03 01:53:33.043570
SIM-TXN-03641,CUST-0236,Neha Shah,52.82,1640.0,WALLET,UNKNOWN,2,5.0,STOP,NOT_ATTEMPTED,0.0,2026-08-26 13:55:33.043570
SIM-TXN-03642,CUST-0216,Neha Shah,77.62,2108.95,CARD,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-27 19:22:33.043570
SIM-TXN-03643,CUST-0461,Rahul Sharma,82.38,1105.48,NETBANKING,UNKNOWN,0,40.0,ESCALATE,SUCCESS,1105.48,2026-08-05 23:07:33.043570
SIM-TXN-03644,CUST-0323,Amit Joshi,57.92,2373.2,NETBANKING,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,SUCCESS,2373.2,2026-08-25 02:44:33.043570
